,userCode,userFileName,condition,response1,options,item,trialnumber,frame,view,syllNum,fricative,animate,long,localTime,age,gender
184,NJR734,734,1,Continue,,fisod,33,monkey,ro,2,no,yes,none,Wed+Oct+12+2016+17%3A15%3A42+GMT-0400+(EDT),,
185,NJR734,734,1,Continue,,dez,34,watch,ek,1,yes,no,none,Wed+Oct+12+2016+17%3A15%3A42+GMT-0400+(EDT),,
186,NJR734,734,1,roshik,(ro-ek),,shik,36,guitar,mytest.ejs,1,no,no,none,Wed+Oct+12+2016+17%3A15%3A47+GMT-0400+(EDT),,
187,NJR734,734,1,rovebut,(ek-ro),,vebut,37,horse,mytest.ejs,2,no,yes,none,Wed+Oct+12+2016+17%3A15%3A49+GMT-0400+(EDT),,
188,NJR734,734,1,rosof,(ro-ek),,sof,38,swan,mytest.ejs,1,yes,yes,none,Wed+Oct+12+2016+17%3A15%3A50+GMT-0400+(EDT),,
189,NJR734,734,1,zabek,(ek-ro),,zab,39,kangaroo,mytest.ejs,1,no,yes,none,Wed+Oct+12+2016+17%3A15%3A51+GMT-0400+(EDT),,
190,NJR734,734,1,rodas,(ek-ro),,das,40,cow,mytest.ejs,1,yes,yes,none,Wed+Oct+12+2016+17%3A15%3A52+GMT-0400+(EDT),,
191,NJR734,734,1,rosuf,(ek-ro),,suf,41,washingmachine,mytest.ejs,1,yes,no,none,Wed+Oct+12+2016+17%3A15%3A53+GMT-0400+(EDT),,
192,NJR734,734,1,robok,(ro-ek),,bok,42,scarf,mytest.ejs,1,no,no,none,Wed+Oct+12+2016+17%3A15%3A55+GMT-0400+(EDT),,
193,NJR734,734,1,roshekef,(ro-ek),,shekef,43,microphone,mytest.ejs,2,yes,no,none,Wed+Oct+12+2016+17%3A15%3A56+GMT-0400+(EDT),,
194,NJR734,734,1,zoshibek,(ek-ro),,zoshib,44,plane,mytest.ejs,2,no,no,none,Wed+Oct+12+2016+17%3A15%3A57+GMT-0400+(EDT),,
195,NJR734,734,1,rodezit,(ro-ek),,dezit,45,crab,mytest.ejs,2,no,yes,none,Wed+Oct+12+2016+17%3A15%3A57+GMT-0400+(EDT),,
196,NJR734,734,1,rotesh,(ro-ek),,tesh,46,toothbrush,mytest.ejs,1,yes,no,none,Wed+Oct+12+2016+17%3A15%3A58+GMT-0400+(EDT),,
197,NJR734,734,1,ropekiv,(ro-ek),,pekiv,47,dragonfly,mytest.ejs,2,yes,yes,none,Wed+Oct+12+2016+17%3A15%3A59+GMT-0400+(EDT),,
198,NJR734,734,1,robosov,(ro-ek),,bosov,48,spoon,mytest.ejs,2,yes,no,none,Wed+Oct+12+2016+17%3A16%3A00+GMT-0400+(EDT),,
199,NJR734,734,1,tikozek,(ek-ro),,tikoz,49,dog,mytest.ejs,2,yes,yes,none,Wed+Oct+12+2016+17%3A16%3A01+GMT-0400+(EDT),,
200,NJR734,734,1,roshobit,(ro-ek),,shobit,50,bag,mytest.ejs,2,no,no,none,Wed+Oct+12+2016+17%3A16%3A02+GMT-0400+(EDT),,
201,NJR734,734,1,ropip,(ro-ek),,pip,51,squirrel,mytest.ejs,1,no,yes,none,Wed+Oct+12+2016+17%3A16%3A03+GMT-0400+(EDT),,
202,,,,,,,,,,,,,,,,
